locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
Synpcc7942_2071,Synpcc7942_2071,CP000100.1,,2147525,2149525,-,ATPase,Cell motility,Q31LG8,Op1559
Synpcc7942_2072,grpE,CP000100.1,,2149802,2150425,+,heat shock protein GrpE,"Post-translational modification, protein turnover, and chaperones",Q59984,Op1560
Synpcc7942_2073,dnaK1,CP000100.1,,2150530,2152497,+,Heat shock protein Hsp70,"Post-translational modification, protein turnover, and chaperones",P50020,Op1561
Synpcc7942_2074,dnaJ1,CP000100.1,,2152639,2153769,+,Heat shock protein DnaJ,"Post-translational modification, protein turnover, and chaperones",Q31LG5,Op1562
Synpcc7942_2075,Synpcc7942_2075,CP000100.1,,2153766,2154017,+,conserved hypothetical protein,"Post-translational modification, protein turnover, and chaperones",Q31LG4,Op1562
Synpcc7942_2076,rsgA,CP000100.1,,2154014,2155066,+,GTPase EngC,Function unknown,Q31LG3,Op1562
Synpcc7942_2077,Synpcc7942_2077,CP000100.1,,2155133,2155549,+,conserved hypothetical protein,Function unknown,Q31LG2,Op1563
Synpcc7942_2078,pgam3,CP000100.1,,2155927,2156565,-,phosphoglycerate mutase,Carbohydrate transport and metabolism,Q31LG1,Op1564
Synpcc7942_2079,ackA,CP000100.1,,2156574,2157755,-,acetate kinase,Nucleotide transport and metabolism,Q31LG0,Op1564
Synpcc7942_2080,xfp,CP000100.1,,2158038,2160428,+,Fructose-6-phosphate phosphoketolase,Carbohydrate transport and metabolism,Q31LF9,Op1565
Synpcc7942_2081,Synpcc7942_2081,CP000100.1,,2160557,2161507,-,probable glycosyl transferase,Function unknown,Q31LF8,Op1566
Synpcc7942_2082,fusA,CP000100.1,,2161587,2163575,-,elongation factor EF-G,"Translation, ribosomal structure and biogenesis",Q31LF7,Op1567
Synpcc7942_2083,marC,CP000100.1,,2163925,2164596,+,Multiple antibiotic resistance (MarC)-related proteins,"Intracellular trafficking, secretion, and vesicular transport",Q31LF6,Op1568
Synpcc7942_2084,chlG,CP000100.1,,2164651,2165670,-,chlorophyll synthase,Coenzyme transport and metabolism,Q31LF5,Op1569
Synpcc7942_2085,Synpcc7942_2085,CP000100.1,,2165683,2166759,-,probable anion transporting ATPase,Inorganic ion transport and metabolism,Q31LF4,Op1569
Synpcc7942_2086,Synpcc7942_2086,CP000100.1,,2166791,2166991,-,conserved hypothetical protein,Function unknown,Q31LF3,Op1569
Synpcc7942_2087,hisF,CP000100.1,,2167149,2167916,+,imidazole glycerol phosphate synthase subunit hisF,Amino acid transport and metabolism,Q31LF2,Op1570
Synpcc7942_2088,Synpcc7942_2088,CP000100.1,,2168002,2168316,+,conserved hypothetical protein,No COG annotation,Q31LF1,Op1571
Synpcc7942_2089,trx4,CP000100.1,,2168671,2169585,-,Thioredoxin domain 2,Energy production and conversion,Q31LF0,Op1572
Synpcc7942_2090,thrA,CP000100.1,,2169842,2171179,+,homoserine dehydrogenase,Amino acid transport and metabolism,Q31LE9,Op1573
Synpcc7942_2091,ndhF3,CP000100.1,,2171430,2173268,+,NAD(P)H dehydrogenase%2C subunit NdhF3 family,Energy production and conversion,Q8VPV9,Op1574
Synpcc7942_2092,ndhD3,CP000100.1,,2173280,2174821,+,proton-translocating NADH-quinone oxidoreductase%2C chain M,Energy production and conversion,Q31LE7,Op1574
Synpcc7942_2093,cupA,CP000100.1,,2174870,2176162,+,CO2 hydration protein,Energy production and conversion,Q8VPV7,Op1575
Synpcc7942_2094,cupS,CP000100.1,,2176209,2176610,+,Beta-Ig-H3/fasciclin,Cell wall/membrane/envelope biogenesis,Q8VPV6,Op1576
Synpcc7942_2095,Synpcc7942_2095,CP000100.1,,2176855,2177238,+,conserved hypothetical protein,Function unknown,Q31LE4,Op1577
Synpcc7942_2096,Synpcc7942_2096,CP000100.1,,2177467,2179461,+,diguanylate cyclase with GAF sensor,Signal transduction mechanisms,Q31LE3,Op1578
Synpcc7942_2097,Synpcc7942_2097,CP000100.1,,2179471,2180391,-,conserved hypothetical protein,No COG annotation,Q31LE2,Op1579
Synpcc7942_2098,rfbC2,CP000100.1,,2180457,2181008,+,dTDP-4-dehydrorhamnose 3%2C5-epimerase,Carbohydrate transport and metabolism,Q31LE1,Op1580
Synpcc7942_2099,rfbD,CP000100.1,,2181005,2181874,+,dTDP-4-dehydrorhamnose reductase,Cell wall/membrane/envelope biogenesis,Q31LE0,Op1580
Synpcc7942_2100,rfbB2,CP000100.1,,2181871,2182944,+,dTDP-glucose 4%2C6-dehydratase,Cell wall/membrane/envelope biogenesis,Q31LD9,Op1580
Synpcc7942_2101,rmlA,CP000100.1,,2182941,2183825,+,Glucose-1-phosphate thymidylyltransferase,Coenzyme transport and metabolism,Q31LD8,Op1580
Synpcc7942_2102,Synpcc7942_2102,CP000100.1,,2183837,2184076,+,NAD-reducing hydrogenase gamma,Energy production and conversion,Q31LD7,Op1580
Synpcc7942_2103,Synpcc7942_2103,CP000100.1,,2184119,2184523,-,conserved hypothetical protein,No COG annotation,Q31LD6,Op1581
Synpcc7942_2104,cynS,CP000100.1,,2184740,2185180,-,cyanate lyase,Coenzyme transport and metabolism,Q59948,Op1582
Synpcc7942_2105,cynD,CP000100.1,,2185191,2186060,-,nitrate transport ATP-binding subunits C and D,Inorganic ion transport and metabolism,O05347,Op1582
Synpcc7942_2106,cynB,CP000100.1,,2186064,2186855,-,nitrate transport permease,Inorganic ion transport and metabolism,Q7BW13,Op1582
Synpcc7942_2107,-,CP000100.1,,2186865,2188454,-,ABC-type nitrate/sulfonate/bicarbonate transport systems periplasmic components-like,Inorganic ion transport and metabolism,Q31LD2,Op1583
Synpcc7942_2108,Synpcc7942_2108,CP000100.1,,2188718,2189086,+,conserved hypothetical protein,No COG annotation,Q31LD1,Op1584
Synpcc7942_2109,Synpcc7942_2109,CP000100.1,,2189141,2190916,+,ATPase,Defense mechanisms,Q31LD0,Op1585
Synpcc7942_2110,fmt,CP000100.1,,2190917,2191900,-,methionyl-tRNA formyltransferase,"Translation, ribosomal structure and biogenesis",Q31LC9,Op1586
Synpcc7942_2111,xylR,CP000100.1,,2192025,2192933,+,xylose repressor,Carbohydrate transport and metabolism,Q31LC8,Op1587
Synpcc7942_2112,Synpcc7942_2112,CP000100.1,,2192960,2193502,-,conserved hypothetical protein,No COG annotation,Q31LC7,Op1588
Synpcc7942_2113,prsA,CP000100.1,,2193730,2194725,+,ribose-phosphate pyrophosphokinase,Nucleotide transport and metabolism,Q59988,Op1589
Synpcc7942_2114,sasA,CP000100.1,,2194827,2195990,+,histidine kinase,Signal transduction mechanisms,Q06904,Op1590
Synpcc7942_2115,Synpcc7942_2115,CP000100.1,,2196274,2197128,-,conserved hypothetical protein,Transcription,Q31LC4,Op1591
Synpcc7942_2116,Synpcc7942_2116,CP000100.1,,2197290,2198150,-,conserved hypothetical protein,Function unknown,Q31LC3,Op1592
Synpcc7942_2117,gatA,CP000100.1,,2198155,2199594,-,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A,"Translation, ribosomal structure and biogenesis",Q31LC2,Op1592
Synpcc7942_2118,Synpcc7942_2118,CP000100.1,,2199694,2199981,-,conserved hypothetical protein,Signal transduction mechanisms,Q31LC1,Op1593
Synpcc7942_2119,trmH1,CP000100.1,,2200097,2201656,-,RNA methyltransferase TrmH%2C group 3,"Translation, ribosomal structure and biogenesis",Q31LC0,Op1594
Synpcc7942_2120,rnc2,CP000100.1,,2201698,2202114,-,Ribonuclease III,"Translation, ribosomal structure and biogenesis",Q31LB9,Op1595
Synpcc7942_2121,spoIIAA,CP000100.1,,2202117,2202509,-,anti-anti-sigma regulatory factor%2C SpoIIAA,Signal transduction mechanisms,Q31LB8,Op1595
Synpcc7942_2122,carA,CP000100.1,,2202560,2203735,-,carbamoyl-phosphate synthase small subunit,Nucleotide transport and metabolism,Q31LB7,Op1596
Synpcc7942_2123,trpD,CP000100.1,,2203801,2204847,-,anthranilate phosphoribosyltransferase,Nucleotide transport and metabolism,Q31LB6,Op1597
Synpcc7942_2124,bcp,CP000100.1,,2204908,2205879,-,acetylpolyamine aminohydolase,Chromatin structure and dynamics,Q31LB5,Op1598
Synpcc7942_2125,Synpcc7942_2125,CP000100.1,,2206002,2206403,+,conserved hypothetical protein,Function unknown,Q31LB4,Op1599
Synpcc7942_2126,Synpcc7942_2126,CP000100.1,,2206400,2206804,-,conserved hypothetical protein,No COG annotation,P35086,Op1600
Synpcc7942_2127,nblA,CP000100.1,,2207167,2207346,+,phycobilisome degradation protein NblA,No COG annotation,P35087,Op1601
Synpcc7942_2128,txlA,CP000100.1,,2207506,2208081,-,thioredoxin,Energy production and conversion,P35088,Op1602
Synpcc7942_2129,Synpcc7942_2129,CP000100.1,,2208154,2208558,+,iron-sulfur cluster binding protein,Energy production and conversion,Q31LB0,Op1603
Synpcc7942_2130,Synpcc7942_2130,CP000100.1,,2208566,2209150,+,conserved hypothetical protein,No COG annotation,Q31LA9,Op1603
Synpcc7942_2131,slt,CP000100.1,,2209183,2211255,-,probable soluble lytic transglycosylase,Cell wall/membrane/envelope biogenesis,Q31LA8,Op1604
Synpcc7942_2132,glmM,CP000100.1,,2211549,2212967,+,phosphoglucosamine mutase,Carbohydrate transport and metabolism,Q31LA7,Op1605
Synpcc7942_2133,Synpcc7942_2133,CP000100.1,,2212970,2213476,-,conserved hypothetical protein,Amino acid transport and metabolism,Q31LA6,Op1606
Synpcc7942_2134,amiA2,CP000100.1,,2213659,2214708,-,Cell wall hydrolase/autolysin,Cell wall/membrane/envelope biogenesis,Q31LA5,Op1607
Synpcc7942_2135,Synpcc7942_2135,CP000100.1,,2214773,2215456,-,conserved hypothetical protein,Function unknown,Q31LA4,Op1608
Synpcc7942_2136,dapB,CP000100.1,,2215466,2216287,-,dihydrodipicolinate reductase,Amino acid transport and metabolism,Q31LA3,Op1608
Synpcc7942_2137,chlH,CP000100.1,,2216508,2220563,+,hydrogenobyrinic acid a%2Cc-diamide cobaltochelatase,Coenzyme transport and metabolism,Q31LA2,Op1609
Synpcc7942_2138,Synpcc7942_2138,CP000100.1,,2221934,2222959,+,conserved hypothetical protein,No COG annotation,Q31LA1,Op1610
Synpcc7942_2139,gst3,CP000100.1,,2223602,2224213,+,probable glutathione S-transferase,"Post-translational modification, protein turnover, and chaperones",Q31LA0,Op1611
Synpcc7942_2140,Synpcc7942_2140,CP000100.1,,2224311,2224742,+,conserved hypothetical protein,No COG annotation,Q31L99,Op1612
Synpcc7942_2141,Synpcc7942_2141,CP000100.1,,2226031,2226495,+,conserved hypothetical protein,No COG annotation,Q31L98,Op1613
Synpcc7942_2142,infA,CP000100.1,,2226468,2226803,-,translation initiation factor 1 (eIF-1/SUI1),"Translation, ribosomal structure and biogenesis",Q31L97,Op1614
Synpcc7942_2143,trpB,CP000100.1,,2226908,2228170,+,tryptophan synthase%2C beta chain,Amino acid transport and metabolism,Q31L96,Op1615
Synpcc7942_2144,Synpcc7942_2144,CP000100.1,,2228529,2229017,-,nuclease (SNase-like),"Replication, recombination and repair",Q31L95,Op1616
Synpcc7942_2145,Synpcc7942_2145,CP000100.1,,2229023,2229910,-,conserved hypothetical protein,Function unknown,Q31L94,Op1616
Synpcc7942_2146,Synpcc7942_2146,CP000100.1,,2230009,2230323,+,hypothetical protein,No COG annotation,Q31L93,Op1617
Synpcc7942_2147,Synpcc7942_2147,CP000100.1,,2230316,2230726,+,conserved hypothetical protein,Function unknown,Q31L92,Op1617
Synpcc7942_2148,Synpcc7942_2148,CP000100.1,,2230823,2231845,+,ATPase,Defense mechanisms,Q31L91,Op1618
Synpcc7942_2149,Synpcc7942_2149,CP000100.1,,2231897,2232757,+,ABC-2 type transport system permease protein,Defense mechanisms,Q31L90,Op1619
Synpcc7942_2150,Synpcc7942_2150,CP000100.1,,2232979,2234022,+,penicillin V acylase precursor. Cysteine peptidase. MEROPS family C59,Cell wall/membrane/envelope biogenesis,Q31L89,Op1620
Synpcc7942_2151,bcsA3,CP000100.1,,2234141,2236354,-,Cellulose synthase (UDP-forming),Cell wall/membrane/envelope biogenesis,Q31L88,Op1621
Synpcc7942_2152,Synpcc7942_2152,CP000100.1,,2236384,2237643,-,conserved hypothetical protein,Defense mechanisms,Q31L87,Op1621
Synpcc7942_2153,Synpcc7942_2153,CP000100.1,,2237948,2238427,+,hypothetical protein,No COG annotation,Q31L86,Op1622
Synpcc7942_2154,Synpcc7942_2154,CP000100.1,,2238501,2238704,-,hypothetical protein,No COG annotation,Q31L85,Op1623
Synpcc7942_2155,Synpcc7942_2155,CP000100.1,,2238733,2239176,-,conserved hypothetical protein,No COG annotation,Q31L84,Op1623
Synpcc7942_2156,glnA,CP000100.1,,2239305,2240726,-,L-glutamine synthetase,Coenzyme transport and metabolism,Q31L83,Op1624
Synpcc7942_2157,Synpcc7942_2157,CP000100.1,,2240800,2241084,-,conserved hypothetical protein,No COG annotation,Q31L82,Op1625
Synpcc7942_2158,apcF,CP000100.1,,2241120,2241629,+,allophycocyanin%2C beta subunit,Energy production and conversion,O50209,Op1626
Synpcc7942_2159,Synpcc7942_2159,CP000100.1,,2241719,2242651,+,conserved hypothetical protein,Function unknown,O50208,Op1627
Synpcc7942_2160,spt,CP000100.1,,2242713,2243867,+,alanine-glyoxylate aminotransferase,Amino acid transport and metabolism,Q31L79,Op1628
Synpcc7942_2161,Synpcc7942_2161,CP000100.1,,2243880,2244536,+,conserved hypothetical protein,No COG annotation,Q31L78,Op1628
Synpcc7942_2162,Synpcc7942_2162,CP000100.1,,2244725,2244940,-,hypothetical protein,No COG annotation,Q31L77,Op1629
Synpcc7942_2163,Synpcc7942_2163,CP000100.1,,2245037,2245525,+,conserved hypothetical protein,No COG annotation,Q31L76,Op1630
Synpcc7942_2164,lls1,CP000100.1,,2245607,2246992,+,cell death suppressor protein Lls1-like,Inorganic ion transport and metabolism,Q31L75,Op1631
Synpcc7942_2165,Synpcc7942_2165,CP000100.1,,2246989,2247369,-,conserved hypothetical protein,No COG annotation,Q31L74,Op1632
Synpcc7942_2166,Synpcc7942_2166,CP000100.1,,2247486,2247857,-,conserved hypothetical protein,No COG annotation,Q31L73,Op1633
Synpcc7942_2167,Synpcc7942_2167,CP000100.1,,2248016,2248468,-,conserved hypothetical protein,No COG annotation,Q31L72,Op1634
Synpcc7942_2168,pcrA,CP000100.1,,2248681,2251065,+,ATP-dependent DNA helicase%2C Rep family,"Replication, recombination and repair",Q31L71,Op1635
Synpcc7942_2169,Synpcc7942_2169,CP000100.1,,2251160,2251483,-,conserved hypothetical protein,No COG annotation,Q31L70,Op1636
Synpcc7942_2170,Synpcc7942_2170,CP000100.1,,2251548,2251997,+,putative ferric uptake regulator%2C FUR family,No COG annotation,Q31L69,Op1637
Synpcc7942_2171,dpsA,CP000100.1,,2252196,2252726,-,starvation induced DNA binding protein,Inorganic ion transport and metabolism,Q55024,Op1638
Synpcc7942_2172,Synpcc7942_2172,CP000100.1,,2252961,2253221,+,conserved hypothetical protein,No COG annotation,Q31L67,Op1639
Synpcc7942_2173,idiC,CP000100.1,,2253218,2253778,+,conserved hypothetical protein,No COG annotation,Q31L66,Op1639
Synpcc7942_2174,idiB,CP000100.1,,2253875,2254504,+,putative transcriptional regulator%2C Crp/Fnr family,Transcription,Q31L65,Op1639
Synpcc7942_2175,idiA,CP000100.1,,2254747,2255847,-,transport system substrate-binding protein,Inorganic ion transport and metabolism,Q31L64,Op1640
Synpcc7942_2176,Synpcc7942_2176,CP000100.1,,2255951,2257096,-,conserved hypothetical protein,Amino acid transport and metabolism,Q31L63,Op1641
Synpcc7942_2177,natD,CP000100.1,,2257143,2258033,+,integral membrane protein of the ABC-type Nat permease for neutral amino acids NatD,"Intracellular trafficking, secretion, and vesicular transport",Q31L62,Op1642
Synpcc7942_2178,Synpcc7942_2178,CP000100.1,,2258054,2258395,-,conserved hypothetical protein,Function unknown,Q31L61,Op1643
Synpcc7942_2179,Synpcc7942_2179,CP000100.1,,2258445,2259359,-,conserved hypothetical protein,Lipid transport and metabolism,Q31L60,Op1644
Synpcc7942_2180,prxQ-A1,CP000100.1,,2259490,2259927,-,bacterioferritin comigratory protein,"Post-translational modification, protein turnover, and chaperones",Q31L59,Op1645
Synpcc7942_2181,Synpcc7942_2181,CP000100.1,,2259980,2261191,-,conserved hypothetical protein,Function unknown,Q31L58,Op1646
Synpcc7942_2182,Synpcc7942_2182,CP000100.1,,2261244,2261429,-,hypothetical protein,No COG annotation,Q31L57,Op1647
Synpcc7942_2183,rnhA,CP000100.1,,2261556,2262335,-,RNase HI,"Replication, recombination and repair",Q31L56,Op1648
Synpcc7942_2184,Synpcc7942_2184,CP000100.1,,2262518,2263318,+,conserved hypothetical protein,Function unknown,Q31L55,Op1649
Synpcc7942_2185,Synpcc7942_2185,CP000100.1,,2263403,2263807,+,conserved hypothetical protein,Lipid transport and metabolism,Q31L54,Op1650
Synpcc7942_2186,Synpcc7942_2186,CP000100.1,,2264073,2265710,+,probable Na+/H+-exchanging protein,Inorganic ion transport and metabolism,Q31L53,Op1651
Synpcc7942_2187,Synpcc7942_2187,CP000100.1,,2265698,2266102,-,conserved hypothetical protein,No COG annotation,Q31L52,Op1652
Synpcc7942_2188,menF,CP000100.1,,2266131,2267534,-,isochorismate synthases,Coenzyme transport and metabolism,Q31L51,Op1652
Synpcc7942_2189,Synpcc7942_2189,CP000100.1,,2267619,2267882,+,hypothetical protein,No COG annotation,Q31L50,Op1653
Synpcc7942_2190,msrB2,CP000100.1,,2267935,2268357,+,Methionine sulfoxide reductase B,Energy production and conversion,Q31L49,Op1654
Synpcc7942_2191,Synpcc7942_2191,CP000100.1,,2268423,2269154,-,conserved hypothetical protein,No COG annotation,Q31L48,Op1655
Synpcc7942_2192,Synpcc7942_2192,CP000100.1,,2269294,2270901,+,diguanylate cyclase (GGDEF domain),Signal transduction mechanisms,Q31L47,Op1656
Synpcc7942_2193,Synpcc7942_2193,CP000100.1,,2270973,2272655,-,metal dependent phosphohydrolase,Signal transduction mechanisms,Q31L46,Op1657
Synpcc7942_2194,Synpcc7942_2194,CP000100.1,,2272634,2273002,-,conserved hypothetical protein,Function unknown,Q31L45,Op1658
Synpcc7942_2195,Synpcc7942_2195,CP000100.1,,2272975,2274900,-,putative adenylate/guanylate cyclase,Signal transduction mechanisms,Q31L44,Op1659
Synpcc7942_2196,Synpcc7942_2196,CP000100.1,,2274904,2275545,-,conserved hypothetical protein,Inorganic ion transport and metabolism,Q31L43,Op1659
Synpcc7942_2197,proB,CP000100.1,,2275683,2276786,+,glutamate 5-kinase,Nucleotide transport and metabolism,Q31L42,Op1660
Synpcc7942_2198,Synpcc7942_2198,CP000100.1,,2276800,2277930,+,conserved hypothetical protein,Function unknown,Q31L41,Op1660
Synpcc7942_2199,dnaE-N,CP000100.1,,2277916,2280528,-,DNA polymerase III%2C alpha subunit / Intein,"Replication, recombination and repair",Q31L40,Op1661
Synpcc7942_2200,Synpcc7942_2200,CP000100.1,,2280586,2281077,-,conserved hypothetical protein,Carbohydrate transport and metabolism,Q31L39,Op1662
Synpcc7942_2201,alr,CP000100.1,,2281327,2282547,-,alanine racemase,Cell wall/membrane/envelope biogenesis,Q31L38,Op1663
Synpcc7942_2202,Synpcc7942_2202,CP000100.1,,2282672,2283169,+,HNH nuclease,"Replication, recombination and repair",Q31L37,Op1664
Synpcc7942_2203,prfA,CP000100.1,,2283183,2284289,-,bacterial peptide chain release factor 1 (bRF-1),"Translation, ribosomal structure and biogenesis",Q31L36,Op1665
Synpcc7942_2204,rpmE,CP000100.1,,2284391,2284624,-,LSU ribosomal protein L31P,"Translation, ribosomal structure and biogenesis",Q31L35,Op1666
Synpcc7942_2205,rpsI,CP000100.1,,2284655,2285062,-,SSU ribosomal protein S9P,"Translation, ribosomal structure and biogenesis",Q31L34,Op1666
Synpcc7942_2206,rplM,CP000100.1,,2285062,2285517,-,LSU ribosomal protein L13P,"Translation, ribosomal structure and biogenesis",Q31L33,Op1666
Synpcc7942_2207,truA,CP000100.1,,2285533,2286417,-,tRNA pseudouridine synthase A,"Translation, ribosomal structure and biogenesis",Q31L32,Op1666
Synpcc7942_2208,rplQ,CP000100.1,,2286420,2286770,-,LSU ribosomal protein L17P,"Translation, ribosomal structure and biogenesis",Q31L31,Op1666
Synpcc7942_2209,rpoA,CP000100.1,,2286806,2287735,-,DNA-directed RNA polymerase%2C alpha subunit,Transcription,Q31L30,Op1666
Synpcc7942_2210,rpsK,CP000100.1,,2287781,2288173,-,SSU ribosomal protein S11P,"Translation, ribosomal structure and biogenesis",Q31L29,Op1667
Synpcc7942_2211,rpsM,CP000100.1,,2288243,2288620,-,SSU ribosomal protein S13P,"Translation, ribosomal structure and biogenesis",Q31L28,Op1668
Synpcc7942_2212,rpmJ,CP000100.1,,2288775,2288888,-,LSU ribosomal protein L36P,"Translation, ribosomal structure and biogenesis",Q31L27,Op1669
Synpcc7942_2213,adk,CP000100.1,,2288962,2289522,-,Adenylate kinase,Nucleotide transport and metabolism,Q31L26,Op1670
Synpcc7942_2214,secY,CP000100.1,,2289522,2290841,-,protein translocase subunit secY/sec61 alpha,"Intracellular trafficking, secretion, and vesicular transport",P0A4H0,Op1670
Synpcc7942_2215,rplO,CP000100.1,,2290963,2291406,-,LSU ribosomal protein L15P,"Translation, ribosomal structure and biogenesis",P31160,Op1671
Synpcc7942_2216,rpsE,CP000100.1,,2291444,2291986,-,SSU ribosomal protein S5P,"Translation, ribosomal structure and biogenesis",Q31L23,Op1671
Synpcc7942_2217,rplR,CP000100.1,,2291990,2292352,-,LSU ribosomal protein L18P,"Translation, ribosomal structure and biogenesis",Q31L22,Op1671
